safe_idx,click_predictions_mean,click_predictions_std,click,opt_prices,payprice,slotprice,payprice_predictions_mean,payprice_predictions_std
3115,0,1,0,8.196729759,70,70,70,1.44E-06
3119,0,1,0,8.307652908,70,70,70,7.74E-07
3120,0,1,0,9.533164453,70,70,70,7.74E-07
3125,1,0.760104171,1,199.8709168,6,0,6.000000005,1.00E-05
3129,0,1,0,10.65096931,70,70,70,7.74E-07
3133,0,1,0,10.28514247,70,70,70,1.44E-06
3146,0,1,1,-1.454591785,162,162,4.53E-36,1
3151,0,1,0,9.599930749,70,70,70,1.46E-06
3162,0,1,1,-0.146852705,129,0,0.507054001,0.999996614
3168,0,1,0,10.45093084,70,70,70,1.46E-06
3170,0,1,1,9.647697173,70,70,41.49254476,0.878134696
3173,0,1,0,10.34865422,70,70,70,1.44E-06
3177,0,1,0,9.644131196,70,70,70,1.41E-06
3193,0,1,1,10.33682732,136,0,136,1.00E-05
3194,0,1,0,9.611519985,70,70,70,1.44E-06
3205,0,1,0,10.30938203,70,70,70,7.74E-07
3206,0,1,0,9.596937295,70,70,70,7.74E-07
3209,0,1,1,10.29124498,100,0,94.719821,0.835144504
3210,0,1,0,9.579613858,70,70,70,1.46E-06
3216,0,1,0,10.27870366,70,70,70,7.74E-07
3219,0,1,1,9.625943445,125,5,15.83433368,0.947463502
3220,0,1,0,10.3265426,70,70,70,1.46E-06
3221,0,1,1,9.97184154,214,5,13.81130529,0.997342489
3222,0,1,0,9.97146347,70,70,70,2.67E-06
3230,0,1,0,9.983408912,148,148,148,1.71E-06
3231,0,1,0,9.983488192,70,70,70,1.41E-06
3234,0,1,0,9.635748233,70,70,70,1.46E-06
3244,0,1,0,10.33864115,70,70,70,1.41E-06
3250,0,1,0,9.629833617,70,70,70,1.44E-06
3261,0,1,0,10.33307201,70,70,70,1.13E-06
3263,0,1,1,9.624667253,70,70,70,1.00E-05
3265,0,1,0,10.32722086,70,70,70,1.46E-06
3267,0,1,1,9.616070942,201,0,201,1.00E-05
3268,0,0.999999938,1,10.39962192,52,0,45.59892734,0.686677233
3270,0,1,0,9.35020772,70,70,70,7.74E-07
3278,0,1,1,10.04640137,286,0,286,1.00E-05
3280,0,1,0,9.884366593,70,70,70,1.46E-06
3285,0,1,0,10.58960309,70,70,70,1.13E-06
3286,0,1,0,10.30801272,70,70,70,2.67E-06
3301,0,1,1,10.15668876,70,70,70,7.07E-06
3303,0,1,0,10.34906944,70,70,70,1.41E-06
3308,0,1,0,10.18963754,70,70,70,7.74E-07
3312,0,1,0,10.18057171,70,70,70,7.74E-07
3313,0,1,0,10.0470355,70,70,70,1.13E-06
3314,0,1,0,10.71763699,70,70,70,7.74E-07
3317,1,0.998316659,1,21.31887825,22,0,22,1.00E-05
3318,0,1,0,10.53869097,70,70,70,7.74E-07
3320,0,1,0,10.28096448,70,70,70,7.74E-07
3340,0,1,0,9.297732408,70,70,70,1.41E-06
3344,0,1,0,9.994343573,148,148,148,1.71E-06
3348,0,1,0,9.300131141,70,70,70,2.67E-06
3349,0,1,0,10.00180794,70,70,70,1.41E-06
3350,0,1,0,9.262548699,70,70,70,7.74E-07
3351,0,1,1,9.960503531,70,70,32.84080936,0.843940476
3356,0,1,0,9.554516601,70,70,70,1.13E-06
3357,0,1,0,10.25475031,70,70,70,7.74E-07
3371,0,1,1,9.549852443,70,70,69.97506925,0.782424077
3377,0,1,0,10.25342149,70,70,70,7.74E-07
3378,0,1,1,9.89965076,70,70,76.09742619,0.631667352
3382,0,1,1,9.896249936,70,70,58.15544392,0.82909322
3386,0,1,1,9.891104872,80,80,80,7.07E-06
3387,0,1,0,9.891712071,70,70,70,7.74E-07
3395,0,1,0,9.890954107,70,70,70,7.74E-07
3396,0,1,0,9.887404758,70,70,70,7.74E-07
3398,0,1,0,9.886482872,70,70,70,1.13E-06
3401,0,1,0,9.882965808,70,70,70,7.74E-07
3402,0,1,1,9.876961046,101,0,101,1.00E-05
3404,0,1,0,9.877688977,70,70,70,1.44E-06
3406,0,1,1,9.872400435,228,5,228,1.00E-05
3416,0,1,1,9.868991815,125,5,125,7.07E-06
3423,0,1,0,9.868223331,148,148,148,1.71E-06
3428,0,1,1,9.869054853,70,70,70,1.00E-05
3432,0,1,0,9.868992782,70,70,70,7.74E-07
3433,0,1,0,9.865693043,70,70,70,1.13E-06
3439,0,1,0,9.86474272,70,70,70,1.13E-06
3441,0,1,0,9.86147669,70,70,70,1.41E-06
3445,0,1,0,9.860528089,70,70,70,1.41E-06
3459,0,1,0,9.857275771,70,70,70,7.74E-07
3465,0,1,0,9.584101071,70,70,70,1.13E-06
3467,1,0.973636392,1,34.23828225,15,0,14.99999143,7.07E-06
3471,0,1,0,9.858543951,70,70,70,1.44E-06
3472,0,1,0,9.855439447,70,70,70,1.44E-06
3480,0,1,0,9.849617517,70,70,70,1.46E-06
3484,0,1,1,9.842143423,86,5,86,1.00E-05
3491,0,1,0,9.846127156,70,70,70,7.74E-07
3492,0,1,0,9.843091435,70,70,70,1.13E-06
3497,0,1,0,9.841866574,70,70,70,2.67E-06
3499,0,1,0,9.839059998,70,70,70,7.74E-07
3515,0,1,0,9.838103078,70,70,70,1.41E-06
3518,0,1,0,9.835126652,70,70,70,1.41E-06
3520,0,1,0,9.834127727,70,70,70,1.13E-06
3523,0,1,0,9.831171646,70,70,70,7.74E-07
3531,0,1,1,9.829816378,70,70,61.17080917,0.811253166
3539,0,1,0,9.822212954,148,148,148,1.71E-06
3547,0,1,0,9.826285575,70,70,70,7.74E-07
3548,0,1,0,9.823433703,70,70,70,1.13E-06
3549,0,1,0,9.822200508,70,70,70,2.67E-06
3551,0,1,0,9.819590842,70,70,70,1.13E-06
3554,0,1,0,9.818182129,70,70,70,1.46E-06
3560,0,1,0,9.815792985,70,70,70,1.41E-06
3562,0,1,0,9.814783088,70,70,70,7.74E-07
3563,0,1,0,9.812016795,70,70,70,7.74E-07
3564,0,1,0,9.811014087,70,70,70,7.74E-07
3566,0,1,0,9.8082805,70,70,70,7.74E-07
3567,0,1,0,9.807276227,70,70,70,7.74E-07
3569,0,1,0,9.804574772,70,70,70,7.74E-07
3573,0,1,0,9.80318048,70,70,70,2.67E-06
3575,0,1,1,9.795838171,109,80,109,7.07E-06
3579,0,1,0,10.04121859,70,70,70,7.74E-07
3581,0,1,0,10.03967822,70,70,70,7.74E-07
3586,0,1,0,9.580272463,70,70,70,1.44E-06
3588,0,1,0,10.49791869,70,70,70,1.46E-06
3594,0,1,0,9.24619126,70,70,70,1.41E-06
3598,0,0.999999938,1,10.33810419,52,0,45.59892734,0.686677233
3601,0,1,0,9.748347126,148,148,148,1.71E-06
3604,0,1,1,9.749903076,70,70,70,1.00E-05
3610,0,1,0,9.748646528,70,70,70,1.41E-06
3612,0,1,0,9.743568697,70,70,70,1.41E-06
3616,0,1,0,9.745298137,70,70,70,7.74E-07
3619,0,0.999999988,1,9.785339984,57,5,57.00000001,1.00E-05
3632,0,1,0,9.73975975,70,70,70,1.13E-06
3643,0,1,0,9.736075688,70,70,70,1.44E-06
3645,0,1,1,9.730713049,214,5,13.81130529,0.997342489
3648,0,1,0,9.732689768,70,70,70,1.41E-06
3649,0,1,0,9.667833765,70,70,70,7.74E-07
3655,1,0.760104171,1,195.5134381,6,0,6.000000005,1.00E-05
3661,0,1,0,8.993722667,70,70,70,1.44E-06
3662,0,1,0,10.88094387,148,148,148,1.71E-06
3666,0,1,1,-0.873604585,99,5,0.635369736,0.999990129
3668,0,1,0,9.685156857,70,70,70,7.74E-07
3674,0,0.999996347,1,10.03452949,41,0,53.59978834,0.894854169
3675,0,1,1,-0.983639024,162,162,4.53E-36,1
3676,0,1,0,10.12843782,70,70,70,2.67E-06
3680,0,1,1,10.40278158,76,0,76,7.07E-06
3682,0,1,0,10.53021005,70,70,70,2.67E-06
3683,0,1,0,11.52853966,70,70,70,1.46E-06
3686,1,0.998060146,1,26.05356937,24,5,24.00000001,1.00E-05
3691,0,0.999999999,0,9.616968809,70,70,70,9.58E-07
3692,0,0.999999999,0,3.18475182,70,70,70,9.58E-07
3695,0,0.999999999,0,4.924396011,70,70,70,6.27E-07
3696,0,0.999999999,0,6.642117123,70,70,70,6.27E-07
3697,0,0.999999999,1,7.92741489,68,5,68,1.00E-05
3699,0,0.999999999,0,10.30425679,70,70,70,1.20E-06
3700,0,1,1,11.60806985,106,0,106,7.07E-06
3706,0,0.999999999,1,14.91609035,70,70,70,1.00E-05
3708,0,0.999999999,0,8.45265985,70,70,70,1.21E-06
3711,0,0.999999998,1,7.666806028,65,0,15.00000034,5.77E-06
3712,0,1,1,7.466294716,125,5,125,7.07E-06
3713,0,0.999999999,0,7.3570246,70,70,70,1.20E-06
3719,0,0.999999999,0,7.517341167,70,70,70,1.21E-06
3720,0,0.999999998,1,7.678811893,65,0,15.00000034,5.77E-06
3727,0,0.999999999,0,7.824986554,70,70,70,1.20E-06
3728,0,0.999999859,1,1.581455174,50,50,4.10E-38,1
3729,0,1,0,7.959246048,148,148,148,1.44E-06
3733,0,0.999999999,0,8.10917689,70,70,70,9.58E-07
3735,0,0.999999999,1,8.240252589,70,70,70,1.00E-05
3736,0,0.999999999,0,8.365878813,70,70,70,6.27E-07
3740,0,0.999999999,0,8.484633058,70,70,70,1.21E-06
3746,0,0.999999999,0,8.598580746,70,70,70,1.21E-06
3749,0,0.99998824,1,9.697784622,41,0,41,7.07E-06
3750,0,0.999999999,0,8.794799731,70,70,70,9.58E-07
3757,0,0.999999999,0,8.904780203,70,70,70,1.15E-06
3770,0,0.999999999,1,8.996070399,70,70,70,1.00E-05
3773,0,0.999999999,0,9.082425689,70,70,70,6.27E-07
3774,0,0.999999999,0,9.162849749,70,70,70,6.27E-07
3779,0,0.999999999,0,9.236242988,70,70,70,1.20E-06
3783,0,0.999999999,0,9.305857989,70,70,70,1.20E-06
3794,0,1,1,4.018915831,129,0,1.58E-06,1
3797,0,0.999999999,0,9.372124396,70,70,70,6.27E-07
3802,0,0.999999999,0,9.431645199,70,70,70,1.15E-06
3808,0,0.999999999,0,9.484228258,70,70,70,1.20E-06
3810,0,1,0,9.524713941,76,0,76,3.54E-06
3811,0,0.999999999,0,9.57997579,70,70,70,9.58E-07
3816,0,1,0,9.606975052,148,148,148,1.44E-06
3821,0,0.999999999,0,9.642841239,70,70,70,9.58E-07
3822,0,0.999999999,0,9.171630745,70,70,70,6.27E-07
3826,0,0.999999999,0,9.205421186,70,70,70,1.15E-06
3827,0,0.999999999,0,9.235181637,70,70,70,6.27E-07
3829,0,1,1,9.249899594,76,0,76,7.07E-06
3834,0,0.999999999,0,9.280783312,70,70,70,1.15E-06
3835,0,0.999999999,0,9.296350835,70,70,70,6.27E-07
3836,0,1,1,9.295358855,106,0,106,7.07E-06
3840,0,0.999999999,0,9.312708932,70,70,70,1.21E-06
3843,0,0.999999999,0,9.313437679,70,70,70,1.20E-06
3845,0,0.999999999,0,9.311464441,70,70,70,6.27E-07
3854,0,0.999999999,0,9.302340113,70,70,70,9.58E-07
3858,0,0.999999999,0,9.286657113,70,70,70,9.58E-07
3860,0,0.999999999,0,9.262018808,70,70,70,9.58E-07
3864,0,1,1,9.205558617,148,148,148,1.00E-05
3868,0,0.999999999,0,9.186372024,70,70,70,6.27E-07
3869,0,0.999999999,0,9.195577267,70,70,70,9.58E-07
3872,0,0.999999999,0,9.204179151,70,70,70,6.27E-07
3882,0,0.999999999,0,9.212368553,70,70,70,9.58E-07
3889,0,0.999999999,1,9.219651079,70,70,70,1.00E-05
3895,1,0.9964486,1,33.43683979,24,5,24,7.07E-06
3896,0,0.999999999,0,7.690667367,70,70,70,9.58E-07
3900,0,1,0,7.831750582,148,148,148,1.44E-06
3907,0,0.999999999,0,7.87724019,70,70,70,1.21E-06
3911,0,0.999999999,0,7.910752754,70,70,70,6.27E-07
3912,0,0.999999999,0,7.942277272,70,70,70,6.27E-07
3913,0,0.999999999,1,7.972451113,70,70,70,1.00E-05
3917,0,1,0,7.99036946,148,148,148,1.44E-06
3923,0,0.999999999,0,8.031191699,70,70,70,6.27E-07
3929,0,1,0,8.046970878,148,148,148,1.44E-06
3936,0,0.999999999,0,8.08625357,70,70,70,1.15E-06
3938,0,0.999999999,0,8.112468261,70,70,70,6.27E-07
3941,0,0.999999999,1,8.138102062,70,70,70,1.00E-05
3942,0,0.999999999,0,8.163027419,70,70,70,6.27E-07
3943,0,0.999999999,0,8.187317103,70,70,70,6.27E-07
3950,0,0.999999999,0,8.210000943,70,70,70,1.21E-06
3952,0,0.999999999,0,8.23408579,70,70,70,6.27E-07
3954,0,0.999999999,0,8.25662145,70,70,70,6.27E-07
3955,0,0.999999999,0,8.278624075,70,70,70,6.27E-07
3956,0,0.999999999,0,8.300185089,70,70,70,9.58E-07
3957,0,0.999999999,0,8.319473367,70,70,70,1.20E-06
3958,0,0.999999587,1,8.649317563,50,50,50,1.00E-05
3961,0,0.999999999,1,8.361049324,70,70,69.99999999,1.00E-05
3967,0,0.999999999,0,8.381692281,70,70,70,9.58E-07
3968,0,0.999999999,0,8.400644286,70,70,70,1.89E-06
3970,0,0.999999999,0,8.419901019,70,70,70,6.27E-07
3971,0,0.999999999,0,8.437483286,70,70,70,1.21E-06
3972,0,1,1,1.14819481,80,80,0.227703067,0.999996754
3976,0,0.999999999,1,8.416549706,70,70,70,1.00E-05
3985,0,1,1,2.063351382,80,80,0.227703067,0.999996754
3986,1,0.97381493,1,22.57307122,16,0,16,7.07E-06
3989,0,0.999999999,0,8.33220992,70,70,70,1.20E-06
3994,0,1,1,8.158959523,101,0,101,5.77E-06
3996,0,0.999999999,0,8.424386455,70,70,70,9.58E-07
4000,0,0.999999999,1,8.204789205,70,70,70,5.77E-06
4001,0,0.999999999,1,8.458455324,70,70,70,1.00E-05
4005,0,0.999999999,0,8.238962654,70,70,70,6.27E-07
4011,0,0.999999999,0,8.490888142,70,70,70,1.89E-06
4015,0,0.999999999,0,8.27058509,70,70,70,1.15E-06
4018,0,1,1,8.510123336,270,0,270,1.00E-05
4022,0,1,1,8.088276169,92,5,91.99999999,1.00E-05
4023,0,0.999999999,1,1.35023578,70,70,1.046479405,0.999916697
4030,0,0.999999999,0,8.377983374,70,70,70,6.27E-07
4039,0,1,0,8.61054693,148,148,148,1.44E-06
4040,0,0.999999999,0,8.396643962,70,70,70,1.20E-06
4042,0,0.999999999,0,8.64812909,70,70,70,6.27E-07
4052,0,0.999999999,0,8.423105733,70,70,70,9.58E-07
4054,0,0.999999999,0,8.672594108,70,70,70,6.27E-07
4056,0,0.999999999,0,8.353267368,70,70,70,9.58E-07
4057,0,0.999999999,0,8.346433367,70,70,70,1.89E-06
4059,0,0.999999999,0,7.900688444,70,70,70,9.58E-07
4062,0,1,1,8.04482958,270,0,270,1.00E-05
4063,0,0.999999999,0,7.84518996,70,70,70,6.27E-07
4065,0,1,1,8.09704736,148,148,148,1.00E-05
4068,0,0.999999999,0,7.896140205,70,70,70,6.27E-07
4073,0,0.999999999,0,8.159361891,70,70,70,1.15E-06
4083,0,1,1,-1.671681102,153,0,0.161291527,0.999997751
4084,0,0.999999999,0,8.604711273,70,70,70,1.15E-06
4087,0,0.999999999,0,3.448047218,70,70,70,1.21E-06
4090,1,0.883754535,1,115.971605,10,5,10,7.07E-06
4091,0,0.999999999,0,9.12755548,70,70,70,1.21E-06
4094,0,0.999999999,0,8.210652557,70,70,70,1.21E-06
4098,0,0.999999999,0,8.187518639,70,70,70,6.27E-07
4114,0,0.999999999,0,8.211043883,70,70,70,1.20E-06
4119,0,0.999999999,0,8.237695205,70,70,70,6.27E-07
4123,0,0.999999999,0,8.261289351,70,70,70,1.21E-06
4127,0,0.999999626,1,8.452363439,51,0,51,5.77E-06
4128,0,0.999999999,0,8.311382023,70,70,70,6.27E-07
4132,0,0.999999999,0,8.333863981,70,70,70,6.27E-07
4134,0,0.999999999,0,8.356976027,70,70,70,6.27E-07
4138,0,1,1,8.367653207,109,80,109,5.77E-06
4141,0,0.999999999,0,8.401136349,70,70,70,1.21E-06
4144,0,0.999999999,1,8.422627312,70,70,70,7.07E-06
4148,0,0.999999999,0,8.446226437,70,70,70,1.15E-06
4150,0,0.999999999,0,8.467840725,70,70,70,1.89E-06
4155,0,1,1,-4.506048311,99,5,1.61E-05,1
4163,0,0.999999999,0,9.056028443,70,70,70,1.20E-06
4164,0,1,1,8.048052543,131,0,131,1.00E-05
4171,0,0.999999999,0,8.071008577,70,70,70,1.89E-06
4173,0,0.999999999,0,8.702103862,70,70,70,1.21E-06
4176,0,0.999999999,0,8.566858154,70,70,70,6.27E-07
4184,0,1,0,8.5732957,148,148,148,1.44E-06
4196,0,0.999999999,0,8.604831444,70,70,70,6.27E-07
4197,0,0.999999999,0,8.623784485,70,70,70,1.89E-06
4199,0,0.999999999,0,8.643125906,70,70,70,1.15E-06
4215,0,0.999999999,0,8.661832067,70,70,70,1.15E-06
4219,0,0.999999999,1,8.680189072,70,70,70,7.07E-06
4224,0,0.999999999,1,8.697764142,70,70,70,7.07E-06
4230,0,0.999999999,0,8.71615227,70,70,70,1.89E-06
4238,0,1,0,8.722058162,148,148,148,1.44E-06
4241,0,0.999999999,0,8.625765369,70,70,70,1.21E-06
4246,0,1,1,8.624098502,135,0,135,5.77E-06
4248,0,0.999999999,0,8.654350498,70,70,70,1.21E-06
4249,0,1,0,8.662126482,148,148,148,1.44E-06
4255,0,1,0,8.680698077,148,148,148,1.44E-06
4258,0,1,0,8.700816429,76,0,76,3.54E-06
4267,0,0.999999999,0,8.72948761,70,70,70,6.27E-07
4274,0,0.999999999,0,8.783594478,70,70,70,6.27E-07
4276,0,1,0,8.865184078,148,148,148,1.44E-06
4284,0,0.999999999,0,8.893211284,70,70,70,6.27E-07
4298,0,0.999999999,0,8.909037558,70,70,70,9.58E-07
4300,0,0.999999999,0,8.924618755,70,70,70,1.15E-06
4310,0,0.999999999,0,8.938200156,70,70,70,1.20E-06
4315,0,0.999999999,0,8.955102184,70,70,70,6.27E-07
4319,0,1,1,8.958101995,92,5,92,7.07E-06
4321,0,0.999999999,0,8.978205765,70,70,70,6.27E-07
4324,0,1,1,8.894212345,80,80,79.99999999,1.00E-05
4333,0,1,1,8.532795786,204,5,204,1.00E-05
4338,0,0.999999999,0,8.552783074,70,70,70,6.27E-07
4339,0,1,1,9.07524394,136,0,136,7.07E-06
4346,0,1,1,8.575618004,204,5,204,1.00E-05
4351,0,0.999999999,1,8.594328257,70,70,70,1.00E-05
4356,0,0.999999999,0,9.127507694,70,70,70,1.89E-06
4363,0,0.999999999,1,8.629088781,70,70,70,7.07E-06
4369,0,0.999999999,0,8.635985785,70,70,70,1.89E-06
4372,0,1,0,9.155585786,148,148,148,1.44E-06
4374,0,0.999999999,0,8.668017423,70,70,70,1.21E-06
4381,0,0.999999999,0,8.673993809,70,70,70,1.20E-06
4383,0,0.999999999,0,9.204211817,70,70,70,1.20E-06
4385,0,0.999999999,1,8.692347086,70,70,70,1.00E-05
4389,0,0.999989049,1,9.741307685,41,0,41,1.00E-05
4390,0,0.999999999,0,9.248073313,70,70,70,9.58E-07
4394,0,1,1,8.732733573,133,39,133,7.07E-06
4396,0,0.999999999,0,8.749938099,70,70,70,1.20E-06
4402,0,0.999999999,1,6.351279781,70,70,6.096809307,0.996618046
4408,0,0.999999999,0,8.782882196,70,70,70,1.21E-06
4412,0,0.999999999,0,8.788974211,70,70,70,1.21E-06
4418,0,1,1,9.303207221,228,5,228,7.07E-06
4426,0,1,1,8.805745447,204,5,204,1.00E-05
4433,0,0.999999999,0,8.824396109,70,70,70,9.58E-07
4435,0,0.999999999,0,9.348945409,70,70,70,9.58E-07
4440,0,0.999999999,0,8.852215771,70,70,70,6.27E-07
4441,0,0.999999999,1,8.856899748,70,70,70,7.07E-06
4442,0,0.999999999,1,9.382144898,70,70,70,7.07E-06
4443,0,0.999999999,0,8.884965615,70,70,70,6.27E-07
4444,0,0.999999999,0,8.890532207,70,70,70,6.27E-07
4451,0,0.999999999,0,9.412245506,70,70,70,1.20E-06
4453,0,0.999999999,1,8.916918161,70,70,70,7.07E-06
4462,0,0.999999999,0,8.922345115,70,70,70,6.27E-07
4463,0,0.999999999,0,9.511171218,70,70,70,6.27E-07
4465,0,1,0,9.256333036,148,148,148,1.44E-06
4470,0,0.99999912,1,-6.537355876,44,31,4.87E-70,1
4473,0,0.999999999,1,5.964194571,70,70,6.096809307,0.996618046
4474,0,0.999999999,1,8.994575249,70,70,70,4.08E-06
4476,0,0.999999999,0,8.998511178,70,70,70,1.21E-06
4484,0,0.999999999,1,9.613681786,70,70,70,7.07E-06
4492,1,0.97381493,1,22.20260733,16,0,16,7.07E-06
4496,0,0.999999999,0,9.497515666,70,70,70,9.58E-07
4503,0,0.999999999,0,8.962936147,70,70,70,9.58E-07
4506,0,0.999999555,1,-6.742003639,50,50,0.010173418,0.999999979
4508,0,1,1,8.955184409,228,5,228,7.07E-06
4511,0,0.999999999,0,9.063416143,70,70,70,9.58E-07
4517,0,0.999999999,0,9.068067064,70,70,70,1.15E-06
4519,0,0.999999999,0,9.0816489,70,70,70,9.58E-07
4520,0,1,1,9.07336504,268,0,12.17685013,0.974411773
4526,0,0.999999999,0,9.0993382,70,70,70,9.58E-07
4528,0,0.999999999,0,9.103330359,70,70,70,1.89E-06
4530,0,1,0,9.104367582,148,148,148,1.44E-06
4531,0,0.999999999,0,9.121339572,70,70,70,6.27E-07
4534,0,0.999999999,0,9.133890799,70,70,70,1.89E-06
4538,0,0.999999999,0,9.138447892,70,70,70,1.15E-06
4539,0,0.999999999,0,9.183031439,70,70,70,6.27E-07
4547,0,0.999999999,0,9.187055164,70,70,70,1.15E-06
4549,0,0.999999999,0,9.747883689,70,70,70,1.15E-06
4551,0,0.999981615,1,-5.257084698,20,20,1.77E-217,1
4556,0,0.999999999,0,9.134208886,70,70,70,1.15E-06
4557,0,0.999999999,0,9.138176709,70,70,70,6.27E-07
4560,0,0.999999999,0,9.228633783,70,70,70,1.89E-06
4561,0,0.999999999,0,9.232658973,70,70,70,6.27E-07
4562,0,0.999999999,0,9.244341869,70,70,70,1.15E-06
4568,0,0.999999999,0,9.247847394,70,70,70,6.27E-07
4574,0,0.999999999,0,9.259497188,70,70,70,6.27E-07
4575,0,0.999999999,0,9.262996053,70,70,70,6.27E-07
4578,0,0.999999999,0,10.68272176,70,70,70,6.27E-07
4583,0,0.999999555,1,-6.739110941,50,50,0.010173418,0.999999979
4585,0,0.999999999,0,9.207332574,70,70,70,1.20E-06
4586,0,0.999999999,0,9.212816005,70,70,70,9.58E-07
4588,0,1,0,9.29446197,148,148,148,1.44E-06
4590,0,0.999999999,0,9.309457404,70,70,70,1.21E-06
4595,0,0.999999999,1,9.321279274,70,70,70,7.07E-06
4598,0,0.999999999,0,9.324391285,70,70,70,6.27E-07
4600,0,0.999999999,0,9.334414564,70,70,70,1.21E-06
4602,0,0.999999999,0,9.337526517,70,70,70,1.21E-06
4603,0,0.999999999,0,9.349459746,70,70,70,6.27E-07
4605,0,0.999999999,0,9.352479319,70,70,70,6.27E-07
4606,0,1,1,9.335652234,268,0,12.17685013,0.974411773
4607,0,0.999999999,0,9.350316908,70,70,70,1.21E-06
4608,0,0.999999999,0,9.351675413,70,70,70,1.15E-06
4609,0,0.999999999,0,9.354479078,70,70,70,6.27E-07
4610,0,0.999999999,0,9.365681286,70,70,70,6.27E-07
4612,0,1,1,9.35575974,201,0,201,7.07E-06
4613,0,0.999999999,0,9.379478193,70,70,70,1.15E-06
4616,0,1,0,9.369376474,148,148,148,1.44E-06
4618,0,0.999999999,0,9.392841791,70,70,70,9.58E-07
4623,0,0.999999999,0,9.395423796,70,70,70,6.27E-07
4634,0,1,0,9.393592696,148,148,148,1.44E-06
4639,0,0.999999999,0,9.408941789,70,70,70,9.58E-07
4641,0,0.999999999,0,9.418337234,70,70,70,1.21E-06
4662,0,0.999999999,0,9.420104153,70,70,70,1.20E-06
4663,0,0.999999999,0,9.432540175,70,70,70,6.27E-07
4665,0,1,0,9.422210209,148,148,148,1.44E-06
4671,0,0.999999999,0,9.443503149,70,70,70,1.20E-06
4677,0,0.999999999,0,9.447646229,70,70,70,9.58E-07
4682,0,0.999999999,0,9.457964132,70,70,70,6.27E-07
4686,0,0.999999999,0,9.460214238,70,70,70,6.27E-07
4688,0,0.999999999,0,9.470522056,70,70,70,6.27E-07
4690,0,0.999999999,0,9.471652393,70,70,70,1.21E-06
4693,0,0.999999999,0,9.482898623,70,70,70,6.27E-07
4702,0,0.999999999,0,9.485004234,70,70,70,6.27E-07
4715,0,1,1,9.858373525,92,5,92,7.07E-06
4716,0,0.999999999,0,9.432906093,70,70,70,1.21E-06
4720,0,0.99999912,1,-6.569023048,44,31,4.87E-70,1
4723,0,0.999999999,0,9.436222179,70,70,70,9.58E-07
4726,0,0.999999999,0,9.509378038,70,70,70,9.58E-07
4727,0,0.999999999,0,9.511220334,70,70,70,6.27E-07
4730,0,0.999999999,0,9.766176335,70,70,70,1.20E-06
4733,0,0.999999581,1,10.18077965,50,50,50,7.07E-06
4737,0,0.999999999,0,10.51034026,70,70,70,1.20E-06
4747,0,0.999999999,0,9.507790809,70,70,70,6.27E-07
4748,0,0.999999999,1,9.933512352,70,70,70,1.00E-05
4749,0,1,1,-7.085415597,162,162,2.52E-109,1
4755,0,0.999999999,0,9.473608842,70,70,70,1.20E-06
4758,0,0.999999999,0,9.545408547,70,70,70,6.27E-07
4760,0,0.999999999,0,9.818475276,70,70,70,6.27E-07
4763,0,0.999999999,0,9.570847494,70,70,70,1.20E-06
4769,0,0.999999999,0,9.777506294,70,70,70,6.27E-07
4771,0,0.999999999,0,9.373547102,70,70,70,6.27E-07
4775,0,1,1,9.306189883,80,80,79.99999999,1.00E-05
4777,0,0.999999999,1,9.846236851,70,70,70,1.00E-05
4780,0,0.999999999,0,9.086166922,70,70,70,1.89E-06
4786,0,0.999999999,0,9.108386092,70,70,70,6.27E-07
4791,0,0.999999999,0,9.918996119,70,70,70,1.15E-06
4792,0,0.999999999,0,10.23125305,70,70,70,6.27E-07
4793,0,1,1,9.645659108,148,148,148,1.00E-05
4802,0,0.999999999,0,10.74641181,70,70,70,9.58E-07
4819,0,0.999999999,0,9.858561903,70,70,70,9.58E-07
4820,0,0.999999999,0,10.41804394,70,70,70,6.27E-07
4822,0,0.999999999,0,9.668459029,70,70,70,1.21E-06
4826,0,0.999999999,0,10.71396421,70,70,70,6.27E-07
4828,0,0.999999999,0,9.71472845,70,70,70,1.89E-06
4829,0,0.999999999,0,10.01661269,70,70,70,1.20E-06
4843,0,0.999999999,0,10.69738979,70,70,70,1.20E-06
4844,0,0.999999999,0,10.21428988,70,70,70,1.20E-06
4845,0,0.999999999,0,10.20988505,70,70,70,6.27E-07
4848,0,0.999999999,0,9.563720082,70,70,70,1.89E-06
4850,1,0.999634926,1,16.49608967,30,5,30,1.00E-05
4853,0,0.999999999,0,7.926021856,70,70,70,1.15E-06
4854,0,0.999999999,0,10.44192101,70,70,70,6.27E-07
4857,0,1,0,9.89808627,148,148,148,1.44E-06
4859,0,0.999999999,0,9.817009162,70,70,70,6.27E-07
4864,0,1,0,10.38437966,148,148,148,1.44E-06
4873,0,1,1,9.444820021,214,5,214,7.07E-06
4874,0,1,0,12.48025121,148,148,148,1.44E-06
4876,0,0.999999999,0,5.844358471,70,70,70,1.21E-06
4878,0,0.999999999,1,10.80355378,70,70,70,7.07E-06
4881,0,1,1,10.26119181,121,0,121,7.07E-06
4886,0,0.999999999,1,9.750746598,70,70,70,7.07E-06
4887,0,0.999999999,0,9.195068487,70,70,70,8.33E-07
4889,0,1,1,11.37492342,85,5,84.99999999,1.00E-05
4891,0,0.999999999,0,13.76847212,70,70,70,5.48E-07
